DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
50933;Ибупрофен;Ибупрофен;752693;200 мг;20;10 шт., упаковка ячейковая контурная (2), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4604060081199;11.870000;;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;ЛС-001674;16.06.2006 00:00:00
50934;Капоцин;Капреомицин;854679;1 г;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463095034;467.270000;2 года;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;П N013920/01;10.06.2008 00:00:00
50935;Офломак;Офлоксацин;908153;200 мг;60;6 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463001202;356.150000;3 года;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;П N013336/01;18.03.2009 00:00:00
50936;Коксерин;Циклосерин;736332;250 мг;60;4 шт., упаковка контурная безъячейковая, пакет пластиковый  (15);капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463001738;2394.850000;2 года;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;П N014465/01;06.10.2008 00:00:00
50937;Этиловый спирт;Этанол;912503;70%;1;10000 мл, 10 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4670005600039;870.640000;2 года;~;Аптечный склад Рязань-Фармация ГУП;Аптечный склад Рязань-Фармация ГУП;74/614/11;09.07.1974 00:00:00
50938;Этиловый спирт 95%;Этанол;912492;95%;1;21500 мл, 21.5 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4670005600022;2311.890000;5 лет;~;Аптечный склад Рязань-Фармация ГУП;Аптечный склад Рязань-Фармация ГУП;74/614/12;09.07.1974 00:00:00
50939;Этиловый спирт 95%;Этанол;912493;95%;1;10000 мл, 10 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4670005600015;1082.550000;5 лет;~;Аптечный склад Рязань-Фармация ГУП;Аптечный склад Рязань-Фармация ГУП;74/614/12;09.07.1974 00:00:00
50940;Этиловый спирт;Этанол;912501;70%;1;21500 мл, 21.5 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4670005600046;1860.680000;2 года;~;Аптечный склад Рязань-Фармация ГУП;Аптечный склад Рязань-Фармация ГУП;74/614/11;09.07.1974 00:00:00
50941;Лантус;Инсулин гларгин;630433;100 МЕ/мл;5;3 мл, картридж ;раствор для подкожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4030685479170;2999.340000;2 года;Санофи-Авентис Дойчланд ГмбХ;Санофи-Авентис Дойчланд ГмбХ;Санофи-Авентис Дойчланд ГмбХ;П N014855/01;21.07.2006 00:00:00
50943;Флюоресцит;Флуоресцеин натрия;838423;100 мг/мл;12;5 мл, флакон  (12);раствор для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;300650092333;3661.390000;2 года;Алкон Лабораториз Инк;Интернэшнл Медикейшн Системз Лтд;Интернэшнл Медикейшн Системз Лтд;ЛСР-001107/08;27.02.2008 00:00:00
50944;Окситоцин-МЭЗ;Окситоцин;734606;5 МЕ/мл;10;1 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602676001761;22.630000;2 года;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Р N000370/01;09.04.2007 00:00:00
50945;Дюфастон;Дидрогестерон;574496;10 мг;20;20 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8715554000339;383.600000;5 лет;Солвей Фармасьютикалс БВ;Солвей Биолоджикалз БВ;Солвей Биолоджикалз БВ;П N011987/01;02.03.2010 00:00:00
50948;Диротон;Лизиноприл;890602;5 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359327;64.090000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50949;Диротон;Лизиноприл;890603;2.5 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359365;76.140000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50950;Диротон;Лизиноприл;890600;20 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359341;135.870000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50951;Диротон;Лизиноприл;890601;5 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001357804;117.070000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50952;Диротон;Лизиноприл;890598;10 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359334;91.860000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50953;Диротон;Лизиноприл;890599;20 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001357828;265.330000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50954;Диротон;Лизиноприл;890597;10 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001357811;165.780000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
50955;Нормодипин;Амлодипин;579530;10 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359433;517.830000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N012274/01;15.03.2010 00:00:00
50956;Нормодипин;Амлодипин;579531;5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359426;279.000000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N012274/01;15.03.2010 00:00:00
50957;Ретаболил;Нандролон;859942;50 мг/мл;1;1 мл, ампула ;раствор для внутримышечного введения [масляный];;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001391709;182.010000;5 лет;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N014823/01;26.12.2008 00:00:00
50959;Диротон;Лизиноприл;890604;2.5 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001359358;40.590000;3 года;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;П N011426/01;04.06.2009 00:00:00
